Year,Month,Day,Hour,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
2005,7,21,15,567,70,172,63,140,27.4
2005,7,21,16,409,60,60,51,128.3,18.1
2005,7,21,17,211,42,37,37,119.2,7.4
2005,7,21,18,34,13,12,12,111.3,0
2005,7,21,19,0,0,0,0,104.3,0
2005,7,21,20,0,0,0,0,97.5,0
2005,7,21,21,0,0,0,0,90.6,0
2005,7,21,22,0,0,0,0,82.3,0
2005,7,21,23,0,0,0,0,68.6,0
2005,7,21,24,0,0,0,0,35.3,0
2005,7,22,1,0,0,0,0,-35.3,0
2005,7,22,2,0,0,0,0,-68.4,0
2005,7,22,3,0,0,0,0,-82.1,0
2005,7,22,4,0,0,0,0,-90.5,0
2005,7,22,5,0,0,0,0,-97.5,0
2005,7,22,6,0,0,0,0,-104.2,0
2005,7,22,7,0,0,0,0,-111.2,0
2005,7,22,8,35,12,8,8,-119.1,7.6
2005,7,22,9,217,37,34,27,-128.3,18.3
2005,7,22,10,417,53,130,48,-139.6,27.6
2005,7,22,11,577,61,210,56,-154.1,34.6
2005,7,22,12,679,65,261,60,-171,38.5
2005,7,22,13,713,66,273,61,170.6,38.5
2005,7,22,14,679,65,244,60,154.1,34.6
2005,7,22,15,578,61,172,56,139.5,27.5
2005,7,22,16,419,53,59,46,128.3,18.2
2005,7,22,17,219,38,33,33,119.1,7.5
2005,7,22,18,37,12,11,11,111.2,0
2005,7,22,19,0,0,0,0,104.2,0
2005,7,22,20,0,0,0,0,97.4,0
2005,7,22,21,0,0,0,0,90.4,0
2005,7,22,22,0,0,0,0,82.1,0
2005,7,22,23,0,0,0,0,68.3,0
2005,7,22,24,0,0,0,0,35.1,0
2005,7,23,1,0,0,0,0,-34.6,0
2005,7,23,2,0,0,0,0,-68.1,0
2005,7,23,3,0,0,0,0,-81.5,0
2005,7,23,4,0,0,0,0,-90.3,0
2005,7,23,5,0,0,0,0,-97.3,0
2005,7,23,6,0,0,0,0,-104.1,0
2005,7,23,7,0,0,0,0,-111.1,0
2005,7,23,8,36,12,9,9,-118.6,7.7
2005,7,23,9,218,39,37,28,-128.2,18.4
2005,7,23,10,417,55,134,50,-139.5,27.7
2005,7,23,11,577,64,214,59,-154.1,34.8
2005,7,23,12,679,69,265,63,-171,38.7
2005,7,23,13,714,70,278,64,170.6,38.7
2005,7,23,14,680,69,248,63,154,34.8
2005,7,23,15,579,65,177,59,139.5,27.7
2005,7,23,16,420,56,65,49,128.2,18.4
2005,7,23,17,220,40,35,35,118.6,7.6
2005,7,23,18,37,13,11,11,111.1,0
2005,7,23,19,0,0,0,0,104.1,0
2005,7,23,20,0,0,0,0,97.3,0
2005,7,23,21,0,0,0,0,90.3,0
2005,7,23,22,0,0,0,0,81.5,0
2005,7,23,23,0,0,0,0,68.1,0
2005,7,23,24,0,0,0,0,34.4,0
2005,7,24,1,0,0,0,0,-34.2,0
2005,7,24,2,0,0,0,0,-67.4,0
2005,7,24,3,0,0,0,0,-81.3,0
2005,7,24,4,0,0,0,0,-90.2,0
2005,7,24,5,0,0,0,0,-97.2,0
2005,7,24,6,0,0,0,0,-103.6,0
2005,7,24,7,0,0,0,0,-110.6,0
2005,7,24,8,37,13,9,9,-118.5,7.8
2005,7,24,9,217,42,41,31,-128.1,18.6
2005,7,24,10,417,59,138,53,-139.4,27.9
2005,7,24,11,576,69,219,63,-153.6,35
2005,7,24,12,678,74,269,67,-170.6,38.9
2005,7,24,13,713,75,282,68,170.5,38.9
2005,7,24,14,679,74,253,67,153.6,35
2005,7,24,15,578,69,183,63,139.4,27.9
2005,7,24,16,419,60,72,52,128.1,18.5
2005,7,24,17,220,42,37,37,118.5,7.8
2005,7,24,18,38,14,12,12,110.6,0
2005,7,24,19,0,0,0,0,103.6,0
2005,7,24,20,0,0,0,0,97.2,0
2005,7,24,21,0,0,0,0,90.1,0
2005,7,24,22,0,0,0,0,81.3,0
2005,7,24,23,0,0,0,0,67.4,0
2005,7,24,24,0,0,0,0,34.1,0
2005,7,25,1,0,0,0,0,-33.5,0
2005,7,25,2,0,0,0,0,-67.2,0
2005,7,25,3,0,0,0,0,-81.1,0
2005,7,25,4,0,0,0,0,-90,0
2005,7,25,5,0,0,0,0,-97.1,0
2005,7,25,6,0,0,0,0,-103.5,0
2005,7,25,7,0,0,0,0,-110.5,0
2005,7,25,8,38,14,9,9,-118.4,7.9
2005,7,25,9,219,43,43,31,-128,18.7
2005,7,25,10,419,60,141,54,-139.3,28.1
2005,7,25,11,579,70,222,64,-153.5,35.2
2005,7,25,12,680,75,273,68,-170.5,39.1
2005,7,25,13,715,76,286,69,170.5,39.1
2005,7,25,14,681,75,258,68,153.5,35.2
2005,7,25,15,581,70,187,64,139.3,28
2005,7,25,16,422,61,76,53,127.6,18.7
2005,7,25,17,222,43,38,38,118.4,7.9
2005,7,25,18,39,14,13,13,110.5,0
2005,7,25,19,0,0,0,0,103.5,0
2005,7,25,20,0,0,0,0,97.1,0
2005,7,25,21,0,0,0,0,89.6,0
2005,7,25,22,0,0,0,0,81.1,0
2005,7,25,23,0,0,0,0,67.1,0
2005,7,25,24,0,0,0,0,33.5,0
2005,7,26,1,0,0,0,0,-33.2,0
2005,7,26,2,0,0,0,0,-66.5,0
2005,7,26,3,0,0,0,0,-80.5,0
2005,7,26,4,0,0,0,0,-89.4,0
2005,7,26,5,0,0,0,0,-96.5,0
2005,7,26,6,0,0,0,0,-103.4,0
2005,7,26,7,0,0,0,0,-110.4,0
2005,7,26,8,37,16,11,11,-118.3,8
2005,7,26,9,214,50,47,34,-127.5,18.9
2005,7,26,10,412,71,140,56,-139.2,28.2
2005,7,26,11,571,83,228,74,-153.5,35.4
2005,7,26,12,672,89,279,79,-170.5,39.3
2005,7,26,13,707,91,292,80,170.5,39.3
2005,7,26,14,673,89,264,79,153.5,35.4
2005,7,26,15,573,83,195,74,139.2,28.2
2005,7,26,16,415,71,83,57,127.5,18.8
2005,7,26,17,218,50,43,43,118.3,8
2005,7,26,18,39,16,14,14,110.4,0
2005,7,26,19,0,0,0,0,103.4,0
2005,7,26,20,0,0,0,0,96.5,0
2005,7,26,21,0,0,0,0,89.4,0
2005,7,26,22,0,0,0,0,80.5,0
2005,7,26,23,0,0,0,0,66.5,0
2005,7,26,24,0,0,0,0,33.2,0
2005,7,27,1,0,0,0,0,-32.5,0
2005,7,27,2,0,0,0,0,-66.2,0
2005,7,27,3,0,0,0,0,-80.3,0
2005,7,27,4,0,0,0,0,-89.3,0
2005,7,27,5,0,0,0,0,-96.4,0
2005,7,27,6,0,0,0,0,-103.2,0
2005,7,27,7,0,0,0,0,-110.2,0
2005,7,27,8,39,16,11,11,-118.2,8.2
2005,7,27,9,217,50,49,35,-127.4,19
2005,7,27,10,416,71,144,56,-139.1,28.4
2005,7,27,11,575,83,232,73,-153.4,35.6
2005,7,27,12,676,89,283,79,-170.5,39.5
2005,7,27,13,711,90,296,80,170.5,39.5
2005,7,27,14,677,89,268,79,153.4,35.6
2005,7,27,15,577,83,199,74,139.1,28.4
2005,7,27,16,418,71,86,57,127.4,19
2005,7,27,17,221,51,43,43,118.2,8.2
2005,7,27,18,40,17,15,15,110.2,0
2005,7,27,19,0,0,0,0,103.2,0
2005,7,27,20,0,0,0,0,96.4,0
2005,7,27,21,0,0,0,0,89.3,0
2005,7,27,22,0,0,0,0,80.3,0
2005,7,27,23,0,0,0,0,66.2,0
2005,7,27,24,0,0,0,0,32.5,0
2005,7,28,1,0,0,0,0,-32.2,0
2005,7,28,2,0,0,0,0,-65.5,0
2005,7,28,3,0,0,0,0,-80.1,0
2005,7,28,4,0,0,0,0,-89.1,0
2005,7,28,5,0,0,0,0,-96.3,0
2005,7,28,6,0,0,0,0,-103.1,0
2005,7,28,7,0,0,0,0,-110.1,0
2005,7,28,8,40,16,11,11,-118.1,8.3
2005,7,28,9,221,50,54,37,-127.3,19.2
2005,7,28,10,420,70,147,55,-139.1,28.6
2005,7,28,11,579,82,235,73,-153.3,35.8
2005,7,28,12,681,88,287,78,-170.5,39.8
2005,7,28,13,716,89,300,80,170.5,39.7
2005,7,28,14,682,88,273,78,153.3,35.8
2005,7,28,15,581,82,204,73,139,28.6
2005,7,28,16,423,71,90,56,127.3,19.2
2005,7,28,17,224,50,43,43,118.1,8.3
2005,7,28,18,42,17,15,15,110.1,0
2005,7,28,19,0,0,0,0,103.1,0
2005,7,28,20,0,0,0,0,96.2,0
2005,7,28,21,0,0,0,0,89.1,0
2005,7,28,22,0,0,0,0,80.1,0
2005,7,28,23,0,0,0,0,65.5,0
2005,7,28,24,0,0,0,0,32.2,0
2005,7,29,1,0,0,0,0,-31.5,0
2005,7,29,2,0,0,0,0,-65.2,0
2005,7,29,3,0,0,0,0,-79.5,0
2005,7,29,4,0,0,0,0,-88.5,0
2005,7,29,5,0,0,0,0,-96.1,0
2005,7,29,6,0,0,0,0,-102.6,0
2005,7,29,7,0,0,0,0,-110,0
2005,7,29,8,42,16,11,11,-117.6,8.4
2005,7,29,9,225,49,55,37,-127.2,19.3
2005,7,29,10,425,69,150,54,-138.6,28.8
2005,7,29,11,585,80,239,71,-153.3,36
2005,7,29,12,687,85,291,76,-170.4,40
2005,7,29,13,723,86,305,78,170.4,40
2005,7,29,14,689,85,277,77,153.2,36
2005,7,29,15,588,80,207,72,138.6,28.8
2005,7,29,16,428,69,98,60,127.2,19.3
2005,7,29,17,228,49,42,42,117.5,8.4
2005,7,29,18,44,17,15,15,110,0
2005,7,29,19,0,0,0,0,102.6,0
2005,7,29,20,0,0,0,0,96.1,0
2005,7,29,21,0,0,0,0,88.5,0
2005,7,29,22,0,0,0,0,79.5,0
2005,7,29,23,0,0,0,0,65.2,0
2005,7,29,24,0,0,0,0,31.5,0
2005,7,30,1,0,0,0,0,-31.3,0
2005,7,30,2,0,0,0,0,-64.5,0
2005,7,30,3,0,0,0,0,-79.3,0
2005,7,30,4,0,0,0,0,-88.4,0
2005,7,30,5,0,0,0,0,-95.6,0
2005,7,30,6,0,0,0,0,-102.5,0
2005,7,30,7,0,0,0,0,-109.5,0
2005,7,30,8,43,17,11,11,-117.4,8.6
2005,7,30,9,228,49,58,37,-127.1,19.5
2005,7,30,10,429,69,153,54,-138.5,29
2005,7,30,11,590,80,243,71,-153.2,36.2
2005,7,30,12,692,85,295,76,-170.4,40.2
2005,7,30,13,727,86,309,78,170.4,40.2
2005,7,30,14,693,85,281,77,153.2,36.2
2005,7,30,15,592,80,212,72,138.5,28.9
2005,7,30,16,432,69,102,60,127.1,19.5
2005,7,30,17,232,49,42,42,117.4,8.6
2005,7,30,18,45,17,15,15,109.5,0
2005,7,30,19,0,0,0,0,102.4,0
2005,7,30,20,0,0,0,0,95.6,0
2005,7,30,21,0,0,0,0,88.4,0
2005,7,30,22,0,0,0,0,79.3,0
2005,7,30,23,0,0,0,0,64.5,0
2005,7,30,24,0,0,0,0,31.2,0
2005,7,31,1,0,0,0,0,-31,0
2005,7,31,2,0,0,0,0,-64.2,0
2005,7,31,3,0,0,0,0,-79.1,0
2005,7,31,4,0,0,0,0,-88.2,0
2005,7,31,5,0,0,0,0,-95.4,0
2005,7,31,6,0,0,0,0,-102.3,0
2005,7,31,7,0,0,0,0,-109.4,0
2005,7,31,8,45,17,11,11,-117.3,8.7
2005,7,31,9,234,47,59,36,-126.6,19.7
2005,7,31,10,436,65,156,52,-138.4,29.2
2005,7,31,11,598,76,247,68,-153.1,36.4
2005,7,31,12,700,80,299,73,-170.4,40.5
2005,7,31,13,735,82,313,74,170.4,40.4
2005,7,31,14,701,80,285,73,153.1,36.4
2005,7,31,15,599,76,215,69,138.4,29.1
2005,7,31,16,439,66,105,58,126.6,19.6
2005,7,31,17,237,47,41,41,117.3,8.7
2005,7,31,18,47,17,15,15,109.4,0
2005,7,31,19,0,0,0,0,102.3,0
2005,7,31,20,0,0,0,0,95.4,0
2005,7,31,21,0,0,0,0,88.2,0
2005,7,31,22,0,0,0,0,79.1,0
2005,7,31,23,0,0,0,0,64.2,0
2005,7,31,24,0,0,0,0,30.5,0
2005,8,1,1,0,0,0,0,-30.3,0
2005,8,1,2,0,0,0,0,-63.6,0
2005,8,1,3,0,0,0,0,-78.5,0
2005,8,1,4,0,0,0,0,-88,0
2005,8,1,5,0,0,0,0,-95.3,0
2005,8,1,6,0,0,0,0,-102.2,0
2005,8,1,7,0,0,0,0,-109.2,0
2005,8,1,8,47,17,11,11,-117.2,8.9
2005,8,1,9,238,47,62,36,-126.5,19.8
2005,8,1,10,441,65,166,58,-138.3,29.4
2005,8,1,11,603,75,251,68,-153.1,36.7
2005,8,1,12,705,79,304,72,-170.4,40.7
2005,8,1,13,741,81,318,74,170.3,40.7
2005,8,1,14,706,79,290,73,153,36.6
2005,8,1,15,604,75,220,68,138.2,29.3
2005,8,1,16,443,65,109,57,126.4,19.8
2005,8,1,17,241,47,41,41,117.2,8.8
2005,8,1,18,49,17,15,15,109.2,0
2005,8,1,19,0,0,0,0,102.2,0
2005,8,1,20,0,0,0,0,95.3,0
2005,8,1,21,0,0,0,0,88,0
2005,8,1,22,0,0,0,0,78.4,0
2005,8,1,23,0,0,0,0,63.5,0
2005,8,1,24,0,0,0,0,30.2,0
2005,8,2,1,0,0,0,0,-30.1,0
2005,8,2,2,0,0,0,0,-63.3,0
2005,8,2,3,0,0,0,0,-78.2,0
2005,8,2,4,0,0,0,0,-87.5,0
2005,8,2,5,0,0,0,0,-95.1,0
2005,8,2,6,0,0,0,0,-102.1,0
2005,8,2,7,0,0,0,0,-109.1,0
2005,8,2,8,48,18,13,13,-117.1,9.1
2005,8,2,9,237,51,67,39,-126.4,20
2005,8,2,10,439,71,165,57,-138.2,29.6
2005,8,2,11,601,82,256,74,-152.6,36.9
2005,8,2,12,703,87,309,78,-170.4,40.9
2005,8,2,13,738,88,323,80,170.3,40.9
2005,8,2,14,704,87,296,79,152.5,36.9
2005,8,2,15,602,82,226,74,138.1,29.5
2005,8,2,16,441,71,117,62,126.3,20
2005,8,2,17,240,51,44,44,117.1,9
2005,8,2,18,49,19,16,16,109.1,0
2005,8,2,19,0,0,0,0,102,0
2005,8,2,20,0,0,0,0,95.1,0
2005,8,2,21,0,0,0,0,87.4,0
2005,8,2,22,0,0,0,0,78.2,0
2005,8,2,23,0,0,0,0,63.2,0
2005,8,2,24,0,0,0,0,29.5,0
2005,8,3,1,0,0,0,0,-29.4,0
2005,8,3,2,0,0,0,0,-62.6,0
2005,8,3,3,0,0,0,0,-78,0
2005,8,3,4,0,0,0,0,-87.3,0
2005,8,3,5,0,0,0,0,-94.6,0
2005,8,3,6,0,0,0,0,-101.5,0
2005,8,3,7,0,0,0,0,-108.6,0
2005,8,3,8,50,18,12,12,-116.6,9.2
2005,8,3,9,245,47,68,36,-126.2,20.2
2005,8,3,10,449,65,174,59,-138.1,29.8
2005,8,3,11,611,75,260,68,-152.5,37.1
2005,8,3,12,714,79,314,73,-170.3,41.2
2005,8,3,13,750,81,328,74,170.2,41.2
2005,8,3,14,715,79,300,73,152.4,37.1
2005,8,3,15,613,75,230,69,138,29.7
2005,8,3,16,451,65,119,58,126.2,20.1
2005,8,3,17,247,47,41,41,116.5,9.1
2005,8,3,18,52,18,16,16,108.6,0
2005,8,3,19,0,0,0,0,101.5,0
2005,8,3,20,0,0,0,0,94.5,0
2005,8,3,21,0,0,0,0,87.2,0
2005,8,3,22,0,0,0,0,77.6,0
2005,8,3,23,0,0,0,0,62.5,0
2005,8,3,24,0,0,0,0,29.2,0
2005,8,4,1,0,0,0,0,-29.2,0
2005,8,4,2,0,0,0,0,-62.3,0
2005,8,4,3,0,0,0,0,-77.4,0
2005,8,4,4,0,0,0,0,-87.1,0
2005,8,4,5,0,0,0,0,-94.4,0
2005,8,4,6,0,0,0,0,-101.4,0
2005,8,4,7,0,0,0,0,-108.5,0
2005,8,4,8,52,18,12,12,-116.4,9.4
2005,8,4,9,248,49,71,38,-126.1,20.4
2005,8,4,10,452,67,179,61,-137.6,30
2005,8,4,11,614,77,265,70,-152.4,37.4
2005,8,4,12,717,81,319,74,-170.3,41.5
2005,8,4,13,753,83,333,76,170.2,41.4
2005,8,4,14,718,81,305,75,152.3,37.3
2005,8,4,15,615,77,235,70,137.5,29.9
2005,8,4,16,453,67,124,60,126.1,20.3
2005,8,4,17,249,49,42,42,116.4,9.3
2005,8,4,18,53,19,17,17,108.4,0
2005,8,4,19,0,0,0,0,101.3,0
2005,8,4,20,0,0,0,0,94.4,0
2005,8,4,21,0,0,0,0,87,0
2005,8,4,22,0,0,0,0,77.3,0
2005,8,4,23,0,0,0,0,62.2,0
2005,8,4,24,0,0,0,0,28.5,0
2005,8,5,1,0,0,0,0,-28.6,0
2005,8,5,2,0,0,0,0,-61.6,0
2005,8,5,3,0,0,0,0,-77.2,0
2005,8,5,4,0,0,0,0,-86.5,0
2005,8,5,5,0,0,0,0,-94.3,0
2005,8,5,6,0,0,0,0,-101.2,0
2005,8,5,7,0,0,0,0,-108.3,0
2005,8,5,8,54,19,13,13,-116.3,9.6
2005,8,5,9,250,50,75,39,-126,20.6
2005,8,5,10,454,69,177,56,-137.5,30.2
2005,8,5,11,617,79,270,72,-152.4,37.6
2005,8,5,12,720,84,324,76,-170.3,41.7
2005,8,5,13,755,85,338,78,170.2,41.7
2005,8,5,14,720,84,311,77,152.2,37.5
2005,8,5,15,617,79,241,72,137.4,30.1
2005,8,5,16,455,69,130,61,125.5,20.5
2005,8,5,17,251,50,43,43,116.3,9.4
2005,8,5,18,54,19,17,17,108.3,0
2005,8,5,19,0,0,0,0,101.2,0
2005,8,5,20,0,0,0,0,94.2,0
2005,8,5,21,0,0,0,0,86.5,0
2005,8,5,22,0,0,0,0,77.1,0
2005,8,5,23,0,0,0,0,61.4,0
2005,8,5,24,0,0,0,0,28.2,0
2005,8,6,1,0,0,0,0,-28.4,0
2005,8,6,2,0,0,0,0,-61.3,0
2005,8,6,3,0,0,0,0,-76.5,0
2005,8,6,4,0,0,0,0,-86.3,0
2005,8,6,5,0,0,0,0,-94.1,0
2005,8,6,6,0,0,0,0,-101.1,0
2005,8,6,7,0,0,0,0,-108.2,0
2005,8,6,8,56,20,14,14,-116.2,9.7
2005,8,6,9,252,52,79,41,-125.5,20.8
2005,8,6,10,457,71,181,58,-137.4,30.5
2005,8,6,11,620,81,275,74,-152.3,37.9
2005,8,6,12,723,86,329,78,-170.3,42
2005,8,6,13,758,88,343,80,170.1,42
2005,8,6,14,723,86,316,79,152.1,37.8
2005,8,6,15,620,81,246,74,137.3,30.3
2005,8,6,16,457,71,136,63,125.4,20.6
2005,8,6,17,253,52,45,45,116.1,9.5
2005,8,6,18,56,20,18,18,108.1,0
2005,8,6,19,0,0,0,0,101,0
2005,8,6,20,0,0,0,0,94,0
2005,8,6,21,0,0,0,0,86.3,0
2005,8,6,22,0,0,0,0,76.4,0
2005,8,6,23,0,0,0,0,61.1,0
2005,8,6,24,0,0,0,0,27.5,0
2005,8,7,1,0,0,0,0,-28.1,0
2005,8,7,2,0,0,0,0,-61,0
2005,8,7,3,0,0,0,0,-76.3,0
2005,8,7,4,0,0,0,0,-86.1,0
2005,8,7,5,0,0,0,0,-93.5,0
2005,8,7,6,0,0,0,0,-100.6,0
2005,8,7,7,0,0,0,0,-108.1,0
2005,8,7,8,56,22,15,15,-116.1,9.9
2005,8,7,9,251,57,81,42,-125.4,21
2005,8,7,10,454,79,187,64,-137.3,30.7
2005,8,7,11,616,90,280,81,-152.2,38.1
2005,8,7,12,719,96,334,86,-170.3,42.3
2005,8,7,13,754,97,349,87,170,42.2
2005,8,7,14,719,96,322,86,152,38
2005,8,7,15,616,90,253,81,137.1,30.5
2005,8,7,16,454,79,140,65,125.3,20.8
2005,8,7,17,250,57,51,51,115.6,9.7
2005,8,7,18,56,22,19,19,107.6,0
2005,8,7,19,0,0,0,0,100.5,0
2005,8,7,20,0,0,0,0,93.5,0
2005,8,7,21,0,0,0,0,86,0
2005,8,7,22,0,0,0,0,76.2,0
2005,8,7,23,0,0,0,0,60.4,0
2005,8,7,24,0,0,0,0,27.2,0
2005,8,8,1,0,0,0,0,-27.5,0
2005,8,8,2,0,0,0,0,-60.3,0
2005,8,8,3,0,0,0,0,-76.1,0
2005,8,8,4,0,0,0,0,-85.6,0
2005,8,8,5,0,0,0,0,-93.4,0
2005,8,8,6,0,0,0,0,-100.4,0
2005,8,8,7,0,0,0,0,-107.5,0
2005,8,8,8,60,21,14,14,-115.5,10.1
2005,8,8,9,262,51,85,41,-125.3,21.2
2005,8,8,10,468,70,190,57,-137.2,30.9
2005,8,8,11,631,80,284,73,-152.2,38.4
2005,8,8,12,734,84,339,77,-170.3,42.6
2005,8,8,13,769,86,354,78,169.6,42.5
2005,8,8,14,734,84,326,78,151.5,38.3
2005,8,8,15,630,80,256,73,136.6,30.7
2005,8,8,16,466,70,145,63,125.1,21
2005,8,8,17,260,51,44,44,115.4,9.8
2005,8,8,18,59,21,18,18,107.4,0
2005,8,8,19,0,0,0,0,100.3,0
2005,8,8,20,0,0,0,0,93.3,0
2005,8,8,21,0,0,0,0,85.4,0
2005,8,8,22,0,0,0,0,75.5,0
2005,8,8,23,0,0,0,0,60,0
2005,8,8,24,0,0,0,0,26.5,0
2005,8,9,1,0,0,0,0,-27.3,0
2005,8,9,2,0,0,0,0,-60.1,0
2005,8,9,3,0,0,0,0,-75.5,0
2005,8,9,4,0,0,0,0,-85.4,0
2005,8,9,5,0,0,0,0,-93.2,0
2005,8,9,6,0,0,0,0,-100.3,0
2005,8,9,7,0,0,0,0,-107.4,0
2005,8,9,8,61,23,16,16,-115.4,10.3
2005,8,9,9,261,56,91,45,-125.1,21.4
2005,8,9,10,466,76,195,62,-137.1,31.2
2005,8,9,11,629,87,290,79,-152.1,38.7
2005,8,9,12,732,93,345,84,-170.3,42.8
2005,8,9,13,767,94,360,85,169.5,42.8
2005,8,9,14,731,92,332,84,151.4,38.5
2005,8,9,15,628,87,263,80,136.4,30.9
2005,8,9,16,464,76,148,64,124.6,21.1
2005,8,9,17,259,56,48,48,115.3,10
2005,8,9,18,60,23,20,20,107.3,0
2005,8,9,19,0,0,0,0,100.1,0
2005,8,9,20,0,0,0,0,93.1,0
2005,8,9,21,0,0,0,0,85.2,0
2005,8,9,22,0,0,0,0,75.3,0
2005,8,9,23,0,0,0,0,59.3,0
2005,8,9,24,0,0,0,0,26.2,0
2005,8,10,1,0,0,0,0,-27.1,0
2005,8,10,2,0,0,0,0,-59.4,0
2005,8,10,3,0,0,0,0,-75.2,0
2005,8,10,4,0,0,0,0,-85.2,0
2005,8,10,5,0,0,0,0,-93.1,0
2005,8,10,6,0,0,0,0,-100.1,0
2005,8,10,7,0,0,0,0,-107.3,0
2005,8,10,8,65,23,15,15,-115.3,10.5
2005,8,10,9,269,53,93,43,-125,21.6
2005,8,10,10,475,72,200,59,-136.6,31.4
2005,8,10,11,639,82,295,75,-152,38.9
2005,8,10,12,742,87,350,79,-170.2,43.1
2005,8,10,13,777,88,365,81,169.5,43.1
2005,8,10,14,741,87,338,80,151.3,38.7
2005,8,10,15,637,82,267,76,136.3,31.1
2005,8,10,16,473,72,156,65,124.4,21.3
2005,8,10,17,265,53,46,46,115.1,10.1
2005,8,10,18,63,22,19,19,107.1,0
2005,8,10,19,0,0,0,0,99.6,0
2005,8,10,20,0,0,0,0,92.5,0
2005,8,10,21,0,0,0,0,85,0
2005,8,10,22,0,0,0,0,74.6,0
2005,8,10,23,0,0,0,0,58.6,0
2005,8,10,24,0,0,0,0,25.4,0
2005,8,11,1,0,0,0,0,-26.6,0
2005,8,11,2,0,0,0,0,-59.1,0
2005,8,11,3,0,0,0,0,-74.6,0
2005,8,11,4,0,0,0,0,-84.6,0
2005,8,11,5,0,0,0,0,-92.5,0
2005,8,11,6,0,0,0,0,-99.6,0
2005,8,11,7,0,0,0,0,-107.1,0
2005,8,11,8,66,24,17,17,-115.2,10.7
2005,8,11,9,269,58,98,46,-124.5,21.9
2005,8,11,10,475,78,205,64,-136.5,31.7
2005,8,11,11,638,89,300,81,-151.6,39.2
2005,8,11,12,741,94,355,85,-170.2,43.4
2005,8,11,13,776,95,371,86,169.4,43.3
2005,8,11,14,740,94,343,86,151.2,39
2005,8,11,15,635,89,274,81,136.2,31.3
2005,8,11,16,471,77,159,65,124.3,21.5
2005,8,11,17,265,57,49,49,114.6,10.3
2005,8,11,18,63,24,20,20,106.6,0
2005,8,11,19,0,0,0,0,99.4,0
2005,8,11,20,0,0,0,0,92.3,0
2005,8,11,21,0,0,0,0,84.4,0
2005,8,11,22,0,0,0,0,74.3,0
2005,8,11,23,0,0,0,0,58.2,0
2005,8,11,24,0,0,0,0,25.1,0
2005,8,12,1,0,0,0,0,-26.4,0
2005,8,12,2,0,0,0,0,-58.4,0
2005,8,12,3,0,0,0,0,-74.4,0
2005,8,12,4,0,0,0,0,-84.4,0
2005,8,12,5,0,0,0,0,-92.3,0
2005,8,12,6,0,0,0,0,-99.4,0
2005,8,12,7,0,0,0,0,-106.6,0
2005,8,12,8,68,26,18,18,-115,10.9
2005,8,12,9,271,61,100,46,-124.4,22.1
2005,8,12,10,477,82,210,68,-136.4,31.9
2005,8,12,11,639,94,306,84,-151.5,39.5
2005,8,12,12,742,99,361,89,-170.2,43.7
2005,8,12,13,777,100,376,90,169.3,43.6
2005,8,12,14,740,99,349,89,151.1,39.2
2005,8,12,15,636,93,280,85,136,31.5
2005,8,12,16,472,81,166,69,124.1,21.7
2005,8,12,17,265,60,53,53,114.4,10.4
2005,8,12,18,64,25,22,22,106.4,0
2005,8,12,19,0,0,0,0,99.2,0
2005,8,12,20,0,0,0,0,92.1,0
2005,8,12,21,0,0,0,0,84.2,0
2005,8,12,22,0,0,0,0,74.1,0
2005,8,12,23,0,0,0,0,57.5,0
2005,8,12,24,0,0,0,0,24.4,0
2005,8,13,1,0,0,0,0,-26.2,0
2005,8,13,2,0,0,0,0,-58.1,0
2005,8,13,3,0,0,0,0,-74.1,0
2005,8,13,4,0,0,0,0,-84.2,0
2005,8,13,5,0,0,0,0,-92.2,0
2005,8,13,6,0,0,0,0,-99.3,0
2005,8,13,7,0,0,0,0,-106.4,0
2005,8,13,8,72,26,17,17,-114.5,11.1
2005,8,13,9,278,58,106,47,-124.2,22.3
2005,8,13,10,485,78,215,65,-136.2,32.2
2005,8,13,11,649,89,311,81,-151.4,39.8
2005,8,13,12,752,93,367,85,-170.2,44
2005,8,13,13,787,95,382,86,169.3,43.9
2005,8,13,14,750,93,355,85,150.5,39.5
2005,8,13,15,645,88,285,81,135.5,31.8
2005,8,13,16,480,77,170,66,123.5,21.8
2005,8,13,17,271,57,49,49,114.2,10.5
2005,8,13,18,67,24,21,21,106.2,0
2005,8,13,19,0,0,0,0,99.1,0
2005,8,13,20,0,0,0,0,91.5,0
2005,8,13,21,0,0,0,0,83.6,0
2005,8,13,22,0,0,0,0,73.4,0
2005,8,13,23,0,0,0,0,57.1,0
2005,8,13,24,0,0,0,0,24.1,0
2005,8,14,1,0,0,0,0,-26.1,0
2005,8,14,2,0,0,0,0,-57.5,0
2005,8,14,3,0,0,0,0,-73.5,0
2005,8,14,4,0,0,0,0,-84,0
2005,8,14,5,0,0,0,0,-91.6,0
2005,8,14,6,0,0,0,0,-99.1,0
2005,8,14,7,0,0,0,0,-106.3,0
2005,8,14,8,74,27,18,18,-114.4,11.3
2005,8,14,9,281,61,108,47,-124.1,22.6
2005,8,14,10,488,81,220,67,-136.1,32.4
2005,8,14,11,651,92,317,84,-151.3,40.1
2005,8,14,12,754,97,372,88,-170.2,44.3
2005,8,14,13,788,99,388,89,169.2,44.2
2005,8,14,14,752,97,360,89,150.4,39.8
